"trap_date","genus","specific_epithet","gender","idd","count","trap_region","include","comparison_group","latitude","longitude","geocoded_column"
"2009-06-02T00:00:00.000","Culiseta","inornata","Female",,"3","Rural-North West",,"Peripheral","53.617221","-113.716182","POINT (-113.716182 53.617221)"
"2017-06-13T00:00:00.000","Aedes","dorsalis","Female",,"1","Rural-West",,"Outer","53.5629733","-113.787353","POINT (-113.787353 53.5629733)"
"2016-07-12T00:00:00.000","Misc","UnID","Female","UnID","1","Rural-East",,"Outer","53.6067218","-113.2213587","POINT (-113.22135870000001 53.6067218)"
"2015-06-16T00:00:00.000","Male","UnID","Male","UnID","13","Rural-East",,"Outer","53.6067218","-113.2213587","POINT (-113.22135870000001 53.6067218)"
"2017-08-29T00:00:00.000","Aedes","vexans","Female",,"21","Rural-East",,"Outer","53.6067218","-113.2213587","POINT (-113.22135870000001 53.6067218)"
"2017-06-20T00:00:00.000","Culiseta","inornata","Female",,"5","Rural-West",,"Outer","53.5629733","-113.787353","POINT (-113.787353 53.5629733)"
"2016-09-27T00:00:00.000","Aedes","vexans","Female",,"4","Rural-East",,"Outer","53.6067218","-113.2213587","POINT (-113.22135870000001 53.6067218)"
"2017-08-15T00:00:00.000","Culex","territans","Female",,"1","Rural-South West",,"Peripheral","53.5285872","-113.7380701","POINT (-113.7380701 53.5285872)"
"1997-06-24T00:00:00.000","Aedes","spp.","Female","UnID","2","Extended Rural-South West",,"Outer","53.42475","-113.86097","POINT (-113.86097 53.42475)"
"2015-06-23T00:00:00.000","Male","UnID","Male","UnID","11","Rural-East",,"Outer","53.6067218","-113.2213587","POINT (-113.22135870000001 53.6067218)"
"2014-09-16T00:00:00.000","Aedes","vexans","Female",,"1","Rural-East",,"Outer","53.6067218","-113.2213587","POINT (-113.22135870000001 53.6067218)"
"1990-09-18T00:00:00.000","Culex","territans","Female",,"11","Rural-North West",,"Peripheral","53.617221","-113.716182","POINT (-113.716182 53.617221)"
"2013-09-24T00:00:00.000","Aedes","dorsalis","Female",,"1","Rural-West",,"Outer","53.5629733","-113.787353","POINT (-113.787353 53.5629733)"
"2012-08-21T00:00:00.000","Male","UnID","Male","UnID","57","Rural-East",,"Outer","53.6067218","-113.2213587","POINT (-113.22135870000001 53.6067218)"
"2014-07-01T00:00:00.000","Aedes","vexans","Female",,"27","Rural-East",,"Outer","53.6067218","-113.2213587","POINT (-113.22135870000001 53.6067218)"
"2013-06-25T00:00:00.000","Male","UnID","Male","UnID","160","Outer Community-North",,"Outer","53.7744765","-113.5857153","POINT (-113.5857153 53.7744765)"
"1992-06-23T00:00:00.000","Ochlerotatus","punctor","Female",,"1","Rural-North West",,"Peripheral","53.617221","-113.716182","POINT (-113.716182 53.617221)"
"2018-07-03T00:00:00.000","Aedes","vexans","Female",,"42","Rural-East",,"Outer","53.6067218","-113.2213587","POINT (-113.22135870000001 53.6067218)"
"2016-07-19T00:00:00.000","Aedes","vexans","Female",,"40","Rural-West",,"Outer","53.5629733","-113.787353","POINT (-113.787353 53.5629733)"
"2015-08-11T00:00:00.000","Culiseta","inornata","Female",,"5","Rural-East",,"Outer","53.6067218","-113.2213587","POINT (-113.22135870000001 53.6067218)"
"2015-08-11T00:00:00.000","Aedes","vexans","Female",,"37","Rural-West",,"Outer","53.5629733","-113.787353","POINT (-113.787353 53.5629733)"
"2016-07-26T00:00:00.000","Male","UnID","Male","UnID","128","Rural-West",,"Outer","53.5629733","-113.787353","POINT (-113.787353 53.5629733)"
"1997-05-13T00:00:00.000","Culiseta","alaskaensis","Female",,"1","Rural-North West",,"Peripheral","53.617221","-113.716182","POINT (-113.716182 53.617221)"
"2017-06-27T00:00:00.000","Male","UnID","Male","UnID","8","Outer Community-North",,"Outer","53.7744765","-113.5857153","POINT (-113.5857153 53.7744765)"
"2013-09-24T00:00:00.000","Male","UnID","Male","UnID","98","Rural-East",,"Outer","53.6067218","-113.2213587","POINT (-113.22135870000001 53.6067218)"
"2017-09-05T00:00:00.000","Aedes","dorsalis","Female",,"1","Rural-West",,"Outer","53.5629733","-113.787353","POINT (-113.787353 53.5629733)"
"2015-08-18T00:00:00.000","Aedes","vexans","Female",,"35","Rural-West",,"Outer","53.5629733","-113.787353","POINT (-113.787353 53.5629733)"
"2018-09-18T00:00:00.000","Male","UnID","Male","UnID","6","Rural-West",,"Outer","53.55902","-114.00119","POINT (-114.00119 53.559020000000004)"
"2001-07-10T00:00:00.000","Anopheles","earlei","Female",,"4","Rural-North West",,"Peripheral","53.617221","-113.716182","POINT (-113.716182 53.617221)"
"2014-06-24T00:00:00.000","Aedes","vexans","Female",,"70","Rural-East",,"Outer","53.6067218","-113.2213587","POINT (-113.22135870000001 53.6067218)"
"2014-08-26T00:00:00.000","Aedes","dorsalis","Female",,"2","Rural-West",,"Outer","53.5629733","-113.787353","POINT (-113.787353 53.5629733)"
"2012-07-24T00:00:00.000","Male","UnID","Male","UnID","3","Outer Community-South2",,"Outer","53.26243","-113.53731","POINT (-113.53731 53.26243)"
"2013-05-28T00:00:00.000","Misc","UnID","Female","UnID","9","Rural-East",,"Outer","53.6067218","-113.2213587","POINT (-113.22135870000001 53.6067218)"
"2017-09-26T00:00:00.000","Male","UnID","Male","UnID","6","Rural-East",,"Outer","53.6067218","-113.2213587","POINT (-113.22135870000001 53.6067218)"
"2013-08-20T00:00:00.000","Aedes","vexans","Female",,"7","Rural-West",,"Outer","53.5629733","-113.787353","POINT (-113.787353 53.5629733)"
"2017-05-23T00:00:00.000","Male","UnID","Male","UnID","15","Rural-East",,"Outer","53.6067218","-113.2213587","POINT (-113.22135870000001 53.6067218)"
"2015-06-02T00:00:00.000","Male","UnID","Male","UnID","15","Rural-East",,"Outer","53.6067218","-113.2213587","POINT (-113.22135870000001 53.6067218)"
"2013-07-23T00:00:00.000","Culex","tarsalis","Female",,"1","Rural-East",,"Outer","53.6067218","-113.2213587","POINT (-113.22135870000001 53.6067218)"
"2012-07-24T00:00:00.000","Anopheles","earlei","Female",,"2","Rural-North West",,"Peripheral","53.6192317","-113.7127984","POINT (-113.7127984 53.6192317)"
"2013-05-14T00:00:00.000","Male","UnID","Male","UnID","3","Rural-West",,"Outer","53.5629733","-113.787353","POINT (-113.787353 53.5629733)"
"2014-09-09T00:00:00.000","Aedes","dorsalis","Female",,"1","Rural-West",,"Outer","53.5629733","-113.787353","POINT (-113.787353 53.5629733)"
"2016-09-06T00:00:00.000","Anopheles","earlei","Female",,"1","Rural-East",,"Outer","53.6067218","-113.2213587","POINT (-113.22135870000001 53.6067218)"
"2014-08-05T00:00:00.000","Male","UnID","Male","UnID","4","Outer Community-GC1-North East",,"Outer","53.73069","-113.27288","POINT (-113.27288 53.73069)"
"2013-06-04T00:00:00.000","Male","UnID","Male","UnID","28","Rural-East",,"Outer","53.6067218","-113.2213587","POINT (-113.22135870000001 53.6067218)"
"2013-08-27T00:00:00.000","Male","UnID","Male","UnID","137","Rural-East",,"Outer","53.6067218","-113.2213587","POINT (-113.22135870000001 53.6067218)"
"2016-09-20T00:00:00.000","Culex","tarsalis","Female",,"2","Rural-East",,"Outer","53.6067218","-113.2213587","POINT (-113.22135870000001 53.6067218)"
"2014-07-08T00:00:00.000","Aedes","spp.","Female","UnID","7","Rural-West",,"Outer","53.5629733","-113.787353","POINT (-113.787353 53.5629733)"
"2011-05-31T00:00:00.000","Ochlerotatus","spencerii","Female",,"1","Rural-North West",,"Peripheral","53.6192317","-113.7127984","POINT (-113.7127984 53.6192317)"
"2013-09-24T00:00:00.000","Male","UnID","Male","UnID","10","Rural-North West",,"Peripheral","53.6192317","-113.7127984","POINT (-113.7127984 53.6192317)"
"2017-07-11T00:00:00.000","Aedes","vexans","Female",,"54","Rural-East",,"Outer","53.6067218","-113.2213587","POINT (-113.22135870000001 53.6067218)"
"2012-06-19T00:00:00.000","Male","UnID","Male","UnID","1","Rural-East",,"Outer","53.6067218","-113.2213587","POINT (-113.22135870000001 53.6067218)"
"2017-08-22T00:00:00.000","Male","UnID","Male","UnID","19","Rural-East",,"Outer","53.6067218","-113.2213587","POINT (-113.22135870000001 53.6067218)"
"1990-06-26T00:00:00.000","Culiseta","minnesotae","Female",,"2","Rural-North West",,"Peripheral","53.617221","-113.716182","POINT (-113.716182 53.617221)"
"2011-06-28T00:00:00.000","Anopheles","earlei","Female",,"2","Rural-North West",,"Peripheral","53.6192317","-113.7127984","POINT (-113.7127984 53.6192317)"
"1998-06-02T00:00:00.000","Male","UnID","Male","UnID","1","Rural-North West",,"Peripheral","53.617221","-113.716182","POINT (-113.716182 53.617221)"
"2002-07-16T00:00:00.000","Aedes","dorsalis","Female",,"17","Rural-North West",,"Peripheral","53.617221","-113.716182","POINT (-113.716182 53.617221)"
"2016-06-14T00:00:00.000","Male","UnID","Male","UnID","37","Residential GC-South",,"Core","53.4820573","-113.4183455","POINT (-113.4183455 53.4820573)"
"2014-08-12T00:00:00.000","Culiseta","incidens","Female",,"1","Rural-East",,"Outer","53.6067218","-113.2213587","POINT (-113.22135870000001 53.6067218)"
"2018-06-19T00:00:00.000","Ochlerotatus","flavescens","Female",,"6","Outer Community-South1",,"Outer","53.3333269","-113.5313737","POINT (-113.5313737 53.3333269)"
"2017-08-15T00:00:00.000","Anopheles","earlei","Female",,"2","Rural-North East",,"Peripheral","53.6576928","-113.3321178","POINT (-113.3321178 53.6576928)"
"1997-06-24T00:00:00.000","Ochlerotatus","Black legs","Female","UnID","5","Rural-North East",,"Peripheral","53.6576928","-113.3321178","POINT (-113.3321178 53.6576928)"
"2018-09-04T00:00:00.000","Aedes","vexans","Female",,"4","Outer Community-South1",,"Outer","53.3333269","-113.5313737","POINT (-113.5313737 53.3333269)"
"2011-08-09T00:00:00.000","Aedes","dorsalis","Female",,"1","River Valley-East-P1",,"Core","53.581417","-113.3745611","POINT (-113.3745611 53.58141700000001)"
"2014-08-19T00:00:00.000","Culiseta","inornata","Female",,"3","Residential-South","No","Other","53.45749","-113.42539","POINT (-113.42539 53.45749)"
"2017-06-20T00:00:00.000","Ochlerotatus","euedes","Female",,"1","Residential-North",,"Core","53.5794591","-113.4992624","POINT (-113.4992624 53.5794591)"
"2014-09-30T00:00:00.000","Male","UnID","Male","UnID","19","Rural-East",,"Outer","53.6067218","-113.2213587","POINT (-113.22135870000001 53.6067218)"
"1999-08-10T00:00:00.000","Ochlerotatus","canadensis","Female",,"1","River Valley-GC2-East",,"Core","53.553358","-113.462632","POINT (-113.462632 53.553358)"
"2003-07-08T00:00:00.000","Male","UnID","Male","UnID","22","Rural-South East",,"Peripheral","53.3958308","-113.3935404","POINT (-113.3935404 53.3958308)"
"2013-09-10T00:00:00.000","Culex","territans","Female",,"1","River Valley-West",,"Core","53.5040684","-113.5701263","POINT (-113.5701263 53.5040684)"
"1991-06-11T00:00:00.000","Culiseta","alaskaensis","Female",,"1","Rural-South West",,"Peripheral","53.4539","-113.68865","POINT (-113.68865 53.4539)"
"2001-08-21T00:00:00.000","Anopheles","earlei","Female",,"2","River Valley-East-P1",,"Core","53.581417","-113.3745611","POINT (-113.3745611 53.58141700000001)"
"2020-08-11T00:00:00.000","Culex","pipiens/restuans","Female",,"1","Residential-South",,"Core","53.4820573","-113.4183455","POINT (-113.4183455 53.4820573)"
"1991-07-23T00:00:00.000","Aedes","dorsalis","Female",,"4","River Valley-West",,"Core","53.5040684","-113.5701263","POINT (-113.5701263 53.5040684)"
"2012-05-22T00:00:00.000","Culiseta","alaskaensis","Female",,"1","Rural-South East",,"Peripheral","53.3958308","-113.3935404","POINT (-113.3935404 53.3958308)"
"1990-08-28T00:00:00.000","Ochlerotatus","cinereus","Female",,"1","Rural-South East",,"Peripheral","53.3958308","-113.3935404","POINT (-113.3935404 53.3958308)"
"2006-07-04T00:00:00.000","Culiseta","alaskaensis","Female",,"2","Rural-North East",,"Peripheral","53.6576928","-113.3321178","POINT (-113.3321178 53.6576928)"
"1990-09-25T00:00:00.000","Culiseta","minnesotae","Female",,"1","Rural-South East",,"Peripheral","53.3958308","-113.3935404","POINT (-113.3935404 53.3958308)"
"1998-06-30T00:00:00.000","Culiseta","inornata","Female",,"7","Rural-North West",,"Peripheral","53.617221","-113.716182","POINT (-113.716182 53.617221)"
"2018-07-24T00:00:00.000","Aedes","dorsalis","Female",,"2","Outer Community-North East",,"Outer","53.7744701","-113.3720881","POINT (-113.3720881 53.7744701)"
"2000-06-27T00:00:00.000","Culiseta","spp.","Female","UnID","1","Rural-South East",,"Peripheral","53.3958308","-113.3935404","POINT (-113.3935404 53.3958308)"
"1997-06-03T00:00:00.000","Ochlerotatus","Black legs","Female","UnID","2","Rural-South East",,"Peripheral","53.3958308","-113.3935404","POINT (-113.3935404 53.3958308)"
"2011-07-12T00:00:00.000","Ochlerotatus","riparius","Female",,"1","Rural-South West",,"Peripheral","53.4539","-113.68865","POINT (-113.68865 53.4539)"
"2015-09-15T00:00:00.000","Male","UnID","Male","UnID","5","Rural-North West",,"Peripheral","53.6192317","-113.7127984","POINT (-113.7127984 53.6192317)"
"2017-09-05T00:00:00.000","Ochlerotatus","flavescens","Female",,"1","Outer Community-South East",,"Outer","53.3378771","-113.3424925","POINT (-113.3424925 53.3378771)"
"1998-05-12T00:00:00.000","Culiseta","alaskaensis","Female",,"2","River Valley-West",,"Core","53.5040684","-113.5701263","POINT (-113.5701263 53.5040684)"
"1997-05-13T00:00:00.000","Culiseta","morsitans","Female",,"2","Rural-South West",,"Peripheral","53.4539","-113.68865","POINT (-113.68865 53.4539)"
"2010-06-15T00:00:00.000","Ochlerotatus","Black legs","Female","UnID","1","Residential-North",,"Core","53.5794591","-113.4992624","POINT (-113.4992624 53.5794591)"
"2017-08-22T00:00:00.000","Culex","tarsalis","Female",,"1","Outer Community-North East",,"Outer","53.7744701","-113.3720881","POINT (-113.3720881 53.7744701)"
"2013-08-13T00:00:00.000","Aedes","vexans","Female",,"129","Rural-East",,"Outer","53.6067218","-113.2213587","POINT (-113.22135870000001 53.6067218)"
"1998-06-23T00:00:00.000","Anopheles","earlei","Female",,"2","River Valley-West",,"Core","53.5040684","-113.5701263","POINT (-113.5701263 53.5040684)"
"2011-07-19T00:00:00.000","Ochlerotatus","excrucians","Female",,"2","Rural-North West",,"Peripheral","53.6192317","-113.7127984","POINT (-113.7127984 53.6192317)"
"1991-07-02T00:00:00.000","Anopheles","earlei","Female",,"8","Rural-North West",,"Peripheral","53.617221","-113.716182","POINT (-113.716182 53.617221)"
"2007-06-26T00:00:00.000","Ochlerotatus","flavescens","Female",,"3","Rural-North West",,"Peripheral","53.617221","-113.716182","POINT (-113.716182 53.617221)"
"2001-07-03T00:00:00.000","Aedes","vexans","Female",,"1","River Valley-West",,"Core","53.5040684","-113.5701263","POINT (-113.5701263 53.5040684)"
"2000-07-25T00:00:00.000","Culiseta","morsitans","Female",,"3","Rural-South East",,"Peripheral","53.3958308","-113.3935404","POINT (-113.3935404 53.3958308)"
"2014-08-05T00:00:00.000","Culiseta","inornata","Female",,"20","Rural-North East",,"Peripheral","53.6576928","-113.3321178","POINT (-113.3321178 53.6576928)"
"1996-07-30T00:00:00.000","Ochlerotatus","fitchii","Female",,"3","Extended Rural-South West",,"Outer","53.42475","-113.86097","POINT (-113.86097 53.42475)"
"1996-07-02T00:00:00.000","Ochlerotatus","euedes","Female",,"9","River Valley-Central",,"Core","53.5242058","-113.50048","POINT (-113.50048000000001 53.5242058)"
"2013-08-20T00:00:00.000","Aedes","spp.","Female","UnID","1","Rural-East",,"Outer","53.6067218","-113.2213587","POINT (-113.22135870000001 53.6067218)"
"2003-06-17T00:00:00.000","Aedes","dorsalis","Female",,"1","Rural-South East",,"Peripheral","53.3958308","-113.3935404","POINT (-113.3935404 53.3958308)"
"2007-07-31T00:00:00.000","Ochlerotatus","euedes","Female",,"2","Rural-North West",,"Peripheral","53.617221","-113.716182","POINT (-113.716182 53.617221)"
"2012-08-07T00:00:00.000","Ochlerotatus","Black legs","Female","UnID","2","River Valley-East-P1",,"Core","53.581417","-113.3745611","POINT (-113.3745611 53.58141700000001)"
"1998-07-14T00:00:00.000","Culiseta","inornata","Female",,"7","River Valley-GC1-East",,"Core","53.561514","-113.4381119","POINT (-113.4381119 53.561514)"
"2017-06-13T00:00:00.000","Male","UnID","Male","UnID","8","Residential-South","No","Other","53.45749","-113.42539","POINT (-113.42539 53.45749)"
"2016-06-07T00:00:00.000","Aedes","vexans","Female",,"11","Outer Community-North East",,"Outer","53.7744701","-113.3720881","POINT (-113.3720881 53.7744701)"
"2011-08-09T00:00:00.000","Culex","tarsalis","Female",,"10","Rural-North West",,"Peripheral","53.6192317","-113.7127984","POINT (-113.7127984 53.6192317)"
"2007-08-28T00:00:00.000","Culiseta","inornata","Female",,"1","River Valley-East-P1",,"Core","53.581417","-113.3745611","POINT (-113.3745611 53.58141700000001)"
"2001-06-05T00:00:00.000","Culiseta","impatiens","Female",,"1","Rural-North East",,"Peripheral","53.6576928","-113.3321178","POINT (-113.3321178 53.6576928)"
"2016-06-21T00:00:00.000","Culiseta","inornata","Female",,"6","Rural-East",,"Outer","53.6067218","-113.2213587","POINT (-113.22135870000001 53.6067218)"
"2016-09-27T00:00:00.000","Ochlerotatus","flavescens","Female",,"1","Rural-North West",,"Peripheral","53.6192317","-113.7127984","POINT (-113.7127984 53.6192317)"
"1990-09-04T00:00:00.000","Aedes","vexans","Female",,"18","Rural-South West",,"Peripheral","53.4539","-113.68865","POINT (-113.68865 53.4539)"
"2014-07-15T00:00:00.000","Culiseta","inornata","Female",,"2","Rural-West",,"Outer","53.5629733","-113.787353","POINT (-113.787353 53.5629733)"
"1998-05-26T00:00:00.000","Ochlerotatus","excrucians","Female",,"1","River Valley-Central-P1",,"Core","53.529029","-113.547177","POINT (-113.547177 53.529029)"
"2018-05-15T00:00:00.000","Culiseta","alaskaensis","Female",,"2","Rural-South West",,"Peripheral","53.5285872","-113.7380701","POINT (-113.7380701 53.5285872)"
"1999-08-17T00:00:00.000","Culex","tarsalis","Female",,"1","Rural-North West",,"Peripheral","53.617221","-113.716182","POINT (-113.716182 53.617221)"
"2008-07-29T00:00:00.000","Male","UnID","Male","UnID","10","River Valley-West",,"Core","53.5040684","-113.5701263","POINT (-113.5701263 53.5040684)"
"1991-06-11T00:00:00.000","Ochlerotatus","cinereus","Female",,"1","Rural-North East",,"Peripheral","53.6576928","-113.3321178","POINT (-113.3321178 53.6576928)"
"2018-07-17T00:00:00.000","Culex","tarsalis","Female",,"9","Rural-North West",,"Peripheral","53.6192317","-113.7127984","POINT (-113.7127984 53.6192317)"
"2009-09-22T00:00:00.000","Ochlerotatus","excrucians","Female",,"1","Rural-North West",,"Peripheral","53.617221","-113.716182","POINT (-113.716182 53.617221)"
"2015-07-14T00:00:00.000","Culiseta","inornata","Female",,"2","River Valley-East-P1",,"Core","53.581417","-113.3745611","POINT (-113.3745611 53.58141700000001)"
"2013-07-30T00:00:00.000","Culiseta","impatiens","Female",,"2","Rural-North West",,"Peripheral","53.6192317","-113.7127984","POINT (-113.7127984 53.6192317)"
"2008-07-29T00:00:00.000","Male","UnID","Male","UnID","28","River Valley-East-P1",,"Core","53.581417","-113.3745611","POINT (-113.3745611 53.58141700000001)"
"2014-07-08T00:00:00.000","Culiseta","alaskaensis","Female",,"2","Residential-South","No","Other","53.45749","-113.42539","POINT (-113.42539 53.45749)"
"2016-06-07T00:00:00.000","Culiseta","inornata","Female",,"7","Rural-North West",,"Peripheral","53.6192317","-113.7127984","POINT (-113.7127984 53.6192317)"
"1997-07-29T00:00:00.000","Anopheles","earlei","Female",,"1","River Valley-GC1-East",,"Core","53.561514","-113.4381119","POINT (-113.4381119 53.561514)"
"2017-06-20T00:00:00.000","Ochlerotatus","fitchii","Female",,"1","Rural-North West",,"Peripheral","53.6192317","-113.7127984","POINT (-113.7127984 53.6192317)"
"2017-09-05T00:00:00.000","Male","UnID","Male","UnID","16","Rural-West",,"Outer","53.5629733","-113.787353","POINT (-113.787353 53.5629733)"
"2017-08-29T00:00:00.000","Culex","territans","Female",,"2","Residential GC-South",,"Core","53.4820573","-113.4183455","POINT (-113.4183455 53.4820573)"
"2014-09-09T00:00:00.000","Culiseta","minnesotae","Female",,"4","Rural-West",,"Outer","53.5629733","-113.787353","POINT (-113.787353 53.5629733)"
"2007-05-22T00:00:00.000","Ochlerotatus","Black legs","Female","UnID","17","Rural-North East",,"Peripheral","53.6576928","-113.3321178","POINT (-113.3321178 53.6576928)"
"2014-07-08T00:00:00.000","Ochlerotatus","Black legs","Female","UnID","7","Rural-South West",,"Peripheral","53.4539","-113.68865","POINT (-113.68865 53.4539)"
"1992-05-12T00:00:00.000","Ochlerotatus","implicatus","Female",,"1","River Valley-West",,"Core","53.5040684","-113.5701263","POINT (-113.5701263 53.5040684)"
"2018-08-21T00:00:00.000","Ochlerotatus","flavescens","Female",,"1","Rural-South East",,"Peripheral","53.3958308","-113.3935404","POINT (-113.3935404 53.3958308)"
"2011-08-16T00:00:00.000","Aedes","spp.","Female","UnID","1","Residential-North",,"Core","53.5794591","-113.4992624","POINT (-113.4992624 53.5794591)"
"1991-06-11T00:00:00.000","Aedes","vexans","Female",,"1384","Rural-North East",,"Peripheral","53.6576928","-113.3321178","POINT (-113.3321178 53.6576928)"
"2017-08-15T00:00:00.000","Ochlerotatus","Banded legs","Female","UnID","1","Outer Community-North West",,"Outer","53.7137648","-113.9590359","POINT (-113.9590359 53.7137648)"
"2012-08-21T00:00:00.000","Culiseta","inornata","Female",,"43","Rural-South West",,"Peripheral","53.4539","-113.68865","POINT (-113.68865 53.4539)"
"2016-08-02T00:00:00.000","Anopheles","earlei","Female",,"7","Rural GC-South East",,"Outer","53.33774","-113.24156","POINT (-113.24156000000002 53.33774)"
"2016-08-02T00:00:00.000","Mansonia","perturbans","Female",,"3","Rural-West",,"Outer","53.5629733","-113.787353","POINT (-113.787353 53.5629733)"
"1998-05-12T00:00:00.000","Culiseta","alaskaensis","Female",,"4","River Valley-West-P1",,"Core","53.5121176","-113.5496554","POINT (-113.5496554 53.5121176)"
"2013-07-23T00:00:00.000","Aedes","vexans","Female",,"156","Outer Community-North",,"Outer","53.7744765","-113.5857153","POINT (-113.5857153 53.7744765)"
"2012-07-10T00:00:00.000","Aedes","vexans","Female",,"4","Residential-South","No","Other","53.45749","-113.42539","POINT (-113.42539 53.45749)"
"2016-06-21T00:00:00.000","Ochlerotatus","fitchii","Female",,"1","Rural-South East",,"Peripheral","53.3958308","-113.3935404","POINT (-113.3935404 53.3958308)"
"2012-09-11T00:00:00.000","Culiseta","inornata","Female",,"6","Residential-South","No","Other","53.45749","-113.42539","POINT (-113.42539 53.45749)"
"2011-07-12T00:00:00.000","Male","UnID","Male","UnID","79","River Valley-East-P1",,"Core","53.581417","-113.3745611","POINT (-113.3745611 53.58141700000001)"
"2011-07-12T00:00:00.000","Ochlerotatus","Black legs","Female","UnID","19","Rural-North West",,"Peripheral","53.6192317","-113.7127984","POINT (-113.7127984 53.6192317)"
"1999-08-10T00:00:00.000","Culiseta","morsitans","Female",,"1","Rural-North West",,"Peripheral","53.617221","-113.716182","POINT (-113.716182 53.617221)"
"2017-05-30T00:00:00.000","Male","UnID","Male","UnID","11","River Valley-West",,"Core","53.5040684","-113.5701263","POINT (-113.5701263 53.5040684)"
"2010-08-03T00:00:00.000","Aedes","vexans","Female",,"40","River Valley-Central-P1",,"Core","53.529029","-113.547177","POINT (-113.547177 53.529029)"
"1996-08-20T00:00:00.000","Ochlerotatus","spencerii","Female",,"1","River Valley-Central-P1",,"Core","53.529029","-113.547177","POINT (-113.547177 53.529029)"
"2018-08-28T00:00:00.000","Male","UnID","Male","UnID","91","Residential GC-South",,"Core","53.4820573","-113.4183455","POINT (-113.4183455 53.4820573)"
"2007-07-24T00:00:00.000","Anopheles","earlei","Female",,"1","Rural-South West",,"Peripheral","53.4539","-113.68865","POINT (-113.68865 53.4539)"
"1996-07-02T00:00:00.000","Ochlerotatus","flavescens","Female",,"1","Rural-South West",,"Peripheral","53.4539","-113.68865","POINT (-113.68865 53.4539)"
"2002-07-09T00:00:00.000","Culiseta","inornata","Female",,"14","Rural-North East",,"Peripheral","53.6576928","-113.3321178","POINT (-113.3321178 53.6576928)"
"2005-09-13T00:00:00.000","Culiseta","inornata","Female",,"2","River Valley-East-P1",,"Core","53.581417","-113.3745611","POINT (-113.3745611 53.58141700000001)"
"2016-09-27T00:00:00.000","Aedes","vexans","Female",,"1","Outer Community-South1",,"Outer","53.3333269","-113.5313737","POINT (-113.5313737 53.3333269)"
"2018-05-29T00:00:00.000","Ochlerotatus","flavescens","Female",,"1","Rural-South West",,"Peripheral","53.5285872","-113.7380701","POINT (-113.7380701 53.5285872)"
"2014-07-01T00:00:00.000","Aedes","dorsalis","Female",,"1","Outer Community-South1",,"Outer","53.3333269","-113.5313737","POINT (-113.5313737 53.3333269)"
"1994-08-16T00:00:00.000","Anopheles","earlei","Female",,"2","Extended Rural-South West",,"Outer","53.42475","-113.86097","POINT (-113.86097 53.42475)"
"2015-07-14T00:00:00.000","Male","UnID","Male","UnID","112","Outer Community-South1",,"Outer","53.3333269","-113.5313737","POINT (-113.5313737 53.3333269)"
"1993-06-22T00:00:00.000","Ochlerotatus","excrucians","Female",,"1","Rural-North East",,"Peripheral","53.6576928","-113.3321178","POINT (-113.3321178 53.6576928)"
"2015-07-07T00:00:00.000","Ochlerotatus","excrucians","Female",,"1","Rural GC-South East",,"Outer","53.33774","-113.24156","POINT (-113.24156000000002 53.33774)"
"2017-09-05T00:00:00.000","Aedes","vexans","Female",,"1","Rural-East",,"Outer","53.6067218","-113.2213587","POINT (-113.22135870000001 53.6067218)"
